title_id;title;type;release_year;age_certification;runtime;genres;production_countries;imdb_id;imdb_score;imdb_votes;seasons
tm316731;Bert Kreischer: The Machine;MOVIE;2016;Unknown;70;['comedy'];['US'];tt6545220;76;15130;0
tm244403;ARQ;MOVIE;2016;R;88;['scifi', 'thriller', 'action'];['US'];tt5640450;63;384630;0
ts79799;Dragons: Race to the Edge;SHOW;2015;TV-Y7;22;['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy'];['US'];tt4816058;82;61610;60
tm139194;Ratchet & Clank;MOVIE;2016;PG;94;['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy'];['US', 'CA'];tt2870834;55;107640;0
tm245671;Dangal;MOVIE;2016;PG;161;['action', 'drama', 'sport'];['IN'];tt5074352;84;1802470;0
tm235227;Bill Hicks: Reflections;MOVIE;2015;Unknown;34;['documentation'];['US'];;;;0
tm233317;Pee-wee's Big Holiday;MOVIE;2016;PG;90;['comedy', 'family'];['US'];tt0837156;61;79850;0
tm239733;Headshot;MOVIE;2016;Unknown;118;['thriller', 'action', 'drama'];['ID'];tt5147214;63;146080;0
ts38568;Flaked;SHOW;2016;TV-MA;32;['drama', 'romance', 'comedy'];['US'];tt4973548;72;112640;20
ts37944;A Very Secret Service;SHOW;2015;TV-MA;27;['comedy', 'european'];['FR'];tt4367560;77;34610;20
ts42137;Voltron: Legendary Defender;SHOW;2016;TV-Y7;24;['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy'];['US'];tt5580664;81;87060;80
ts35987;Transformers: Robots In Disguise;SHOW;2015;TV-Y7;21;['scifi', 'animation', 'action', 'comedy'];['US'];tt3604232;60;10480;50
tm123789;The Young Messiah;MOVIE;2016;PG-13;120;['drama', 'fantasy'];['US'];tt1002563;56;35420;0
ts53155;Crazyhead;SHOW;2016;Unknown;43;['comedy', 'horror', 'scifi', 'european'];['GB'];tt6038584;72;49850;10
ts38770;Lady Dynamite;SHOW;2016;TV-MA;30;['comedy', 'drama'];['US'];tt4789300;73;36550;20
ts42038;No Tomorrow;SHOW;2016;TV-14;47;['comedy', 'drama', 'romance', 'thriller'];['US'];tt1527428;73;51010;10
tm244381;Marauders;MOVIE;2016;R;107;['thriller', 'action', 'crime'];['CA'];tt3963816;55;219290;0
tm233533;White Girl;MOVIE;2016;Unknown;88;['drama', 'horror', 'crime'];['US'];tt4134536;57;106460;0
ts42119;Greenleaf;SHOW;2016;TV-MA;42;['drama'];['US'];tt4971144;73;51580;50
ts76079;Grizzy & the Lemmings;SHOW;2016;TV-Y7;7;['comedy', 'animation', 'family', 'european'];['FR'];tt6717058;71;5790;30
tm166321;Our Brand Is Crisis;MOVIE;2015;R;108;['comedy', 'drama'];['US'];tt1018765;61;221470;0
tm214825;The Ridiculous 6;MOVIE;2015;PG-13;119;['western', 'action', 'comedy'];['US'];tt2479478;48;479350;0
tm238661;Special Correspondents;MOVIE;2016;PG-13;100;['comedy'];['US', 'CA', 'GB'];tt4181052;58;236690;0
tm142881;Jem and the Holograms;MOVIE;2015;PG;119;['fantasy', 'drama', 'family', 'music', 'romance', 'scifi'];['US'];tt3614814;41;78040;0
tm243121;Mascots;MOVIE;2016;Unknown;89;['comedy'];['US'];tt4936176;58;73810;0
tm270504;Mindhorn;MOVIE;2016;R;89;['comedy', 'thriller'];['GB'];tt4799064;63;124740;0
tm239707;The Do-Over;MOVIE;2016;PG-13;108;['action', 'comedy'];['US'];tt4769836;57;451460;0
tm242736;Bo Burnham: Make Happy;MOVIE;2016;Unknown;60;['comedy', 'music', 'documentation'];['US'];tt5777636;84;143560;0
tm267948;7 Years;MOVIE;2016;Unknown;77;['drama', 'european'];['ES'];tt5517438;67;48720;0
ts41995;Zumbo's Just Desserts;SHOW;2016;TV-14;52;['reality'];['AU'];tt7239256;69;21250;20
ts76956;The Letdown;SHOW;2016;Unknown;30;['comedy'];['AU'];tt7320300;75;32530;20
ts54028;Case;SHOW;2015;Unknown;46;['crime', 'drama', 'thriller'];['IS'];tt7875988;70;26880;10
tm208903;For the Love of Spock;MOVIE;2016;Unknown;105;['documentation'];['CA', 'US'];tt4572820;76;43490;0
tm136061;Suffragette;MOVIE;2015;PG-13;106;['drama', 'history'];['FR', 'GB'];tt3077214;69;415290;0
tm201222;The Girl King;MOVIE;2015;Unknown;106;['drama', 'european', 'history', 'romance'];['SE', 'CA', 'FI', 'FR', 'DE'];tt1254322;58;40650;0
tm215638;Boyka: Undisputed IV;MOVIE;2016;R;87;['drama', 'european'];['BG'];;;;0
tm205437;Dream/Killer;MOVIE;2015;Unknown;107;['crime', 'documentation'];['US'];tt4504438;74;19380;0
ts78325;Sinatra: All or Nothing at All;SHOW;2015;TV-14;122;['documentation', 'music'];['US'];tt3838978;80;23540;10
tm247642;Amanda Knox;MOVIE;2016;Unknown;92;['crime', 'documentation', 'european'];['DK', 'US'];tt5952332;69;239690;0
tm219276;Tallulah;MOVIE;2016;Unknown;111;['drama', 'romance', 'comedy'];['US'];tt1639084;67;201110;0
tm135543;By the Sea;MOVIE;2015;R;122;['drama', 'european', 'romance'];['US', 'FR'];tt3707106;53;205410;0
tm233544;Marco Polo: One Hundred Eyes;MOVIE;2015;Unknown;28;['action', 'history', 'drama'];['US'];tt5248968;78;107420;0
ts11670;The Adventures of Puss in Boots;SHOW;2015;TV-Y7;23;['family', 'animation', 'comedy', 'fantasy', 'western', 'action'];['US'];tt3807034;66;16960;60
ts42090;Last Chance U;SHOW;2016;TV-MA;55;['documentation', 'sport'];['US'];tt5863126;84;67890;50
ts86021;Molang;SHOW;2015;TV-G;3;['animation', 'comedy', 'family', 'european'];['FR'];tt6046238;84;3460;30
ts42257;Signal;SHOW;2016;TV-MA;71;['crime', 'scifi', 'thriller', 'drama', 'fantasy'];['KR'];tt5332206;86;63380;20
ts35406;Between;SHOW;2015;TV-14;25;['scifi', 'drama', 'thriller'];['CA'];tt4531748;60;90590;20
ts128895;Midnight Diner: Tokyo Stories;SHOW;2016;TV-14;28;['drama'];['JP'];tt6150576;84;41090;20
tm245724;Ares;MOVIE;2016;Unknown;80;['scifi', 'thriller', 'drama', 'european'];['FR'];tt4216902;62;39940;0
tm138792;Results;MOVIE;2015;R;105;['comedy', 'romance'];['US'];tt3824412;54;70730;0
tm244880;I Am the Pretty Thing That Lives in the House;MOVIE;2016;Unknown;89;['thriller', 'drama', 'horror'];['CA', 'US'];tt5059406;46;144910;0
ts37660;Reply 1988;SHOW;2015;TV-14;95;['comedy', 'drama', 'family', 'romance'];['KR'];tt5182866;92;65570;10
ts119087;Sunny Bunnies;SHOW;2015;TV-Y;3;['animation', 'family'];['BY'];tt7264084;66;950;40
ts41258;Cinderella and Four Knights;SHOW;2016;TV-PG;61;['comedy', 'drama', 'romance'];['KR'];tt5764414;75;36630;10
tm308241;Legends of the Hidden Temple;MOVIE;2016;PG;68;['family'];['US'];tt5333842;57;8960;0
ts81483;Simon;SHOW;2016;TV-Y;5;['animation', 'comedy', 'family'];['FR'];tt7699866;70;1270;20
tm221225;David Brent: Life on the Road;MOVIE;2016;Unknown;96;['comedy', 'music', 'action'];['GB'];tt6852304;63;200050;0
ts37896;Conspiracy;SHOW;2015;TV-14;43;['documentation', 'history', 'european'];['GB'];tt4761054;62;3670;10
ts52943;The Sound of Your Heart;SHOW;2016;Unknown;24;['drama', 'comedy'];['KR'];tt4613520;82;10750;20
ts21979;Spotless;SHOW;2015;TV-MA;58;['drama', 'comedy', 'crime', 'european'];['FR'];tt10800582;77;36350;10
tm205870;Message from the King;MOVIE;2016;R;102;['thriller', 'drama', 'action', 'crime', 'european'];['FR'];tt1712192;64;161800;0
tm244052;Sebastian Maniscalco: Why Would You Do That?;MOVIE;2016;Unknown;63;['comedy'];['US'];tt6295304;73;10630;0
ts36547;Club de Cuervos;SHOW;2015;TV-MA;44;['comedy', 'drama'];['MX'];tt4680240;82;55140;40
ts84398;Little Things;SHOW;2016;TV-MA;25;['comedy', 'drama', 'romance'];['IN'];tt6522580;82;64610;40
ts77654;Care Bears and Cousins;SHOW;2015;TV-Y;23;['animation'];['US'];tt4680360;68;820;20
tm232953;Sleight;MOVIE;2016;R;89;['thriller', 'crime', 'drama', 'scifi', 'action'];['US'];tt4573516;59;86440;0
tm240007;Sniper: Ghost Shooter;MOVIE;2016;R;100;['drama'];['US'];;;;0
tm233493;Middle School: The Worst Years of My Life;MOVIE;2016;PG;92;['comedy', 'family', 'animation'];['US'];tt4981636;60;89720;0
ts39014;Kuromukuro;SHOW;2016;TV-14;24;['comedy', 'drama', 'action', 'scifi', 'animation'];['JP'];tt5895314;72;12650;20
tm140436;Rock the Kasbah;MOVIE;2015;R;100;['comedy', 'music', 'war'];['MA', 'US'];tt3165590;55;119630;0
ts38764;Marseille;SHOW;2016;TV-MA;46;['drama', 'european'];['FR'];tt4003966;69;50830;20
ts54110;Puffin Rock;SHOW;2015;TV-Y;11;['animation', 'family', 'comedy', 'european'];['IE'];tt3590338;87;8910;20
ts54156;Chef's Table: France;SHOW;2016;TV-14;60;['documentation'];['US'];tt6088326;82;17230;10
tm213681;Veteran;MOVIE;2015;Unknown;124;['crime', 'thriller', 'action', 'comedy'];['KR'];tt4768764;70;65010;0
tm228242;A Very Murray Christmas;MOVIE;2015;Unknown;56;['comedy', 'music'];['US'];tt4537842;55;154280;0
ts38230;The Method;SHOW;2015;TV-MA;51;['drama', 'thriller', 'crime'];['RU'];tt5135336;74;27840;20
ts51368;Skylanders Academy;SHOW;2016;TV-Y7;23;['action', 'animation', 'comedy', 'family', 'fantasy'];['US'];tt5916218;67;7300;30
tm209950;Kevin Hart: What Now?;MOVIE;2016;R;96;['comedy', 'documentation'];['US'];tt4669186;59;94580;0
tm205935;Extraction;MOVIE;2015;R;92;['thriller', 'action'];['GB', 'US'];tt4382872;41;111800;0
tm244134;Tramps;MOVIE;2016;Unknown;83;['romance', 'comedy', 'documentation', 'european'];['US'];tt9049178;65;54600;0
tm271070;The Warriors Gate;MOVIE;2016;PG-13;108;['action', 'comedy', 'family', 'fantasy', 'european'];['CA', 'CN', 'FR'];tt4652532;54;50570;0
tm267135;The Dreamseller;MOVIE;2016;Unknown;96;['drama'];['BR'];tt5496926;60;14380;0
tm233616;LEGO Marvel Super Heroes: Avengers Reassembled!;MOVIE;2015;Unknown;22;['animation', 'comedy', 'scifi', 'action'];['US'];tt5371572;61;8430;0
tm211510;Incarnate;MOVIE;2016;PG-13;91;['horror', 'thriller'];['US'];tt3216348;52;129180;0
tm157283;Güeros;MOVIE;2015;Unknown;106;['drama', 'comedy'];['MX'];tt3499048;74;41200;0
tm219173;Term Life;MOVIE;2016;R;93;['thriller', 'action', 'crime', 'drama'];['US'];tt2978102;56;78600;0
tm244507;The Distinguished Citizen;MOVIE;2016;Unknown;118;['comedy', 'drama', 'european'];['AR', 'ES'];tt4562518;75;114950;0
tm218052;Drishyam;MOVIE;2015;R;163;['thriller', 'crime', 'drama'];['IN'];tt4430212;82;790750;0
tm214085;Tig;MOVIE;2015;Unknown;95;['documentation'];['US'];tt3986532;74;26490;0
tm229542;John Mulaney: The Comeback Kid;MOVIE;2015;PG;62;['comedy', 'documentation'];['US'];tt5069564;79;84710;0
tm335263;Kathleen Madigan: Bothering Jesus;MOVIE;2016;R;71;['comedy'];['XX'];;;;0
ts66540;Can't Cope, Won't Cope;SHOW;2016;TV-MA;23;['drama', 'comedy', 'european'];['IE'];tt5674872;73;8800;20
tm253080;Rocco;MOVIE;2016;Unknown;105;['documentation', 'european'];['FR'];tt5788462;57;39720;0
tm241314;Minimalism: A Documentary About the Important Things;MOVIE;2015;Unknown;79;['documentation'];['US'];tt4685424;67;156560;0
ts75829;Lego Bionicle: The Journey to One;SHOW;2016;TV-Y7;17;['animation', 'action', 'fantasy', 'scifi'];['US'];tt5075942;55;1700;20
ts56674;The Mr. Peabody & Sherman Show;SHOW;2015;Unknown;23;['comedy', 'scifi', 'animation', 'family', 'history'];['US'];tt5021206;57;4330;40
tm282915;Fate/Grand Order: First Order;MOVIE;2016;Unknown;72;['fantasy', 'animation'];['JP'];tt6213810;57;8650;0
ts35360;Inspector Gadget;SHOW;2015;TV-Y;21;['action', 'comedy', 'family', 'scifi', 'animation'];['CA', 'US'];tt3910690;45;6140;40
tm246870;Lavender;MOVIE;2016;Unknown;92;['thriller', 'drama'];['CA', 'US'];tt9237490;53;70050;0
ts35359;Heidi;SHOW;2015;TV-Y;27;['drama', 'family', 'animation', 'european'];['DE', 'AU', 'FR'];tt4346362;72;2340;20
tm266844;True Memoirs of an International Assassin;MOVIE;2016;PG-13;98;['action', 'comedy', 'crime'];['US'];tt1542768;59;224660;0
ts37779;Danger Mouse;SHOW;2015;Unknown;12;['comedy', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'action', 'european'];['GB'];tt4196822;72;5790;20
tm238748;The Darkness;MOVIE;2016;PG-13;92;['thriller', 'horror'];['US'];tt1878841;45;158480;0
tm193125;Hot Girls Wanted;MOVIE;2015;Unknown;84;['documentation'];['US'];tt4382552;61;174470;0
ts42089;Haters Back Off;SHOW;2016;TV-14;30;['comedy', 'drama', 'family', 'romance'];['US'];tt5467814;61;71830;20
ts42075;Intersection;SHOW;2016;TV-MA;97;['drama'];['TR'];tt5303668;67;11520;20
ts43272;Terrace House: Boys & Girls in the City;SHOW;2015;TV-14;29;['reality', 'drama'];['JP'];tt4790546;81;16240;10
tm300713;High & Low The Movie;MOVIE;2016;Unknown;129;['action'];['JP'];tt5659172;66;5630;0
ts41883;The K2;SHOW;2016;TV-14;65;['war', 'drama', 'romance', 'thriller'];['KR'];tt8535796;79;56150;10
ts36630;Dinotrux;SHOW;2015;TV-Y7;23;['action', 'comedy', 'family', 'animation'];['US'];tt1396212;68;4580;50
ts41260;Hello, My Twenties!;SHOW;2016;TV-14;63;['comedy', 'drama', 'romance'];['KR'];tt5858892;83;21270;20
ts39017;Dawn of the Croods;SHOW;2015;TV-Y7;23;['comedy', 'family', 'animation'];['US'];tt5193172;58;7120;40
tm229140;Anthony Jeselnik: Thoughts and Prayers;MOVIE;2015;Unknown;59;['comedy'];['US'];;;;0
ts38757;Kong: King of the Apes;SHOW;2016;TV-Y7;21;['animation', 'scifi', 'action', 'comedy', 'family'];['US'];tt5462936;59;3250;20
tm290444;Pandora;MOVIE;2016;R;136;['drama', 'action', 'thriller'];['KR'];tt6302160;66;73040;0
tm200454;Ok Kanmani;MOVIE;2015;PG;139;['drama', 'romance'];['IN'];tt4271820;75;57220;0
ts35596;Bella and the Bulldogs;SHOW;2015;TV-G;23;['comedy', 'family', 'sport'];['US'];tt3596178;50;21140;20
ts144323;Unnatural Selection;SHOW;2015;TV-MA;35;['reality', 'documentation', 'comedy'];['US'];tt11063952;81;120;10
tm275800;The Lighthouse of the Orcas;MOVIE;2016;Unknown;110;['drama', 'romance', 'european'];['AR', 'ES'];tt4944658;68;38440;0
ts42218;Sin senos sí hay paraíso;SHOW;2016;TV-MA;47;['action', 'drama', 'romance', 'crime'];['CO'];tt5676412;65;5460;40
ts38512;Cooked;SHOW;2016;TV-PG;53;['documentation'];['US'];tt5347906;76;430;10
tm233561;Shaun the Sheep: The Farmer's Llamas;MOVIE;2015;Unknown;30;['comedy', 'animation', 'family'];['GB'];tt5174284;68;13640;0
tm232950;The Devil's Mistress;MOVIE;2016;Unknown;111;['romance', 'drama', 'history', 'european'];['SK', 'CZ'];tt4240406;58;23250;0
tm139870;Opening Night;MOVIE;2016;Unknown;90;['comedy', 'thriller', 'drama', 'action', 'crime'];['US'];tt8215284;60;26100;0
tm266628;LEGO Jurassic World: The Indominus Escape;MOVIE;2016;G;24;['family', 'animation', 'comedy'];['US'];;;;0
ts41294;Mossad 101;SHOW;2015;TV-MA;42;['action', 'drama'];['IL'];tt4354042;68;6320;20
tm267429;Surviving Compton: Dre, Suge and Michel'le;MOVIE;2016;Unknown;87;['drama', 'documentation'];['US'];tt8070856;66;6450;0
ts43501;Secrets of Great British Castles;SHOW;2015;TV-PG;51;['documentation', 'history', 'european'];['GB'];tt5181284;78;10310;20
ts42628;Netflix Presents: The Characters;SHOW;2016;TV-MA;31;['comedy'];['US'];tt5228026;53;8350;10
ts36740;Project Mc²;SHOW;2015;TV-G;24;['family'];['US'];tt4861760;61;9850;60
tm233344;Kapoor & Sons;MOVIE;2016;PG-13;132;['romance', 'comedy', 'drama', 'family'];['IN'];tt4900716;77;257920;0
ts53076;El Chema;SHOW;2016;TV-MA;44;['drama', 'action', 'crime'];['US'];tt5730624;69;3030;10
ts53106;Tokyo Trial;SHOW;2016;TV-MA;49;['drama', 'history'];['JP', 'US'];tt6422918;74;15440;10
ts41253;Love O2O;SHOW;2016;TV-14;45;['drama', 'romance'];['CN'];tt6092878;80;23220;10
tm244915;Baaghi;MOVIE;2016;Unknown;133;['thriller', 'action', 'romance'];['IN'];tt4864932;53;88260;0
ts38717;Good Morning Call;SHOW;2016;TV-14;48;['comedy', 'drama', 'romance'];['JP'];tt5520732;77;30880;20
tm239947;Mercy;MOVIE;2016;Unknown;82;['thriller', 'drama'];['US'];tt5710042;41;34020;0
tm236999;Our Lovers;MOVIE;2016;Unknown;88;['comedy', 'drama', 'romance', 'european'];['ES'];tt4631532;67;41400;0
ts58068;Inside the World's Toughest Prisons;SHOW;2016;TV-MA;48;['crime', 'documentation'];['GB'];tt8594220;71;27470;50
tm218186;Septembers of Shiraz;MOVIE;2015;PG-13;110;['drama', 'thriller', 'western'];['US'];tt3661298;79;380;0
tm242755;Ordinary World;MOVIE;2016;Unknown;86;['drama', 'family', 'comedy', 'music'];['US'];tt6102594;55;30340;0
ts38805;Beat Bugs;SHOW;2016;TV-Y;15;['animation', 'family', 'fantasy', 'comedy'];['AU'];tt4716268;76;5220;30
tm193388;Dhanak;MOVIE;2015;Unknown;106;['drama', 'comedy'];['IN'];tt4088770;79;38930;0
tm323616;The Visit;MOVIE;2015;Unknown;130;['comedy', 'romance', 'thriller'];[];tt15119398;;;0
tm242002;Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking;MOVIE;2016;Unknown;74;['comedy'];['US'];tt5571712;56;6140;0
ts52988;Captive;SHOW;2016;Unknown;63;['documentation', 'drama', 'european'];['US'];tt6246500;68;7240;10
tm220317;Demetri Martin: Live (At The Time);MOVIE;2015;Unknown;61;['comedy', 'documentation'];['US'];tt4512714;74;21630;0
tm201365;Brothers;MOVIE;2015;PG-13;156;['drama', 'action', 'sport'];['IN'];tt3802576;64;128860;0
ts38761;Another Miss Oh;SHOW;2016;TV-MA;69;['drama', 'fantasy', 'romance', 'comedy'];['KR'];tt5679572;79;17690;10
tm244638;Rebirth;MOVIE;2016;Unknown;101;['thriller'];['US'];tt4902716;49;51560;0
tm232954;Audrie & Daisy;MOVIE;2016;Unknown;95;['documentation', 'crime'];['US'];tt5278460;72;65860;0
ts56748;T@gged;SHOW;2016;TV-14;22;['drama', 'thriller', 'reality'];['US'];tt5881326;73;20120;30
tm225275;Riot;MOVIE;2015;Unknown;87;['action'];['US'];tt4642044;51;33320;0
tm227922;Anjelah Johnson: Not Fancy;MOVIE;2015;Unknown;63;['comedy', 'documentation'];['US'];tt4199110;57;6860;0
ts43230;The Deep;SHOW;2015;TV-Y7;22;['action', 'animation', 'family', 'scifi'];['AU'];tt4991910;81;6450;30
ts56032;La Niña;SHOW;2016;TV-MA;45;['action', 'drama'];['CO'];tt5677942;83;6420;10
tm272413;Colin Quinn: The New York Story;MOVIE;2016;Unknown;62;['comedy'];['US'];tt6257714;68;9900;0
ts55559;Ask the Storybots;SHOW;2016;TV-Y;26;['animation', 'comedy', 'family'];['US'];tt5846856;84;8700;30
tm244513;Divines;MOVIE;2016;Unknown;105;['drama', 'crime', 'european'];['QA', 'FR'];tt4730986;74;97390;0
tm234136;MindGamers;MOVIE;2015;Unknown;97;['thriller', 'action', 'scifi', 'european'];['AT'];tt3625516;36;10930;0
ts75324;La esclava blanca;SHOW;2016;TV-MA;41;['history'];['CO'];tt5458128;81;5750;10
tm239762;Tony Robbins: I Am Not Your Guru;MOVIE;2016;Unknown;115;['documentation'];['US'];tt5151716;67;43350;0
tm132524;I Am Michael;MOVIE;2015;Unknown;98;['drama', 'romance'];['US'];tt5116866;56;54950;0
tm245297;Justin Timberlake + The Tennessee Kids;MOVIE;2016;Unknown;90;['documentation', 'music'];['US'];tt5001772;78;21730;0
ts54100;World of Winx;SHOW;2016;TV-Y7;23;['action', 'animation', 'comedy', 'family', 'fantasy', 'european'];['US', 'IT'];tt5874596;66;7150;20
tm224377;Heneral Luna;MOVIE;2015;R;118;['action', 'drama', 'history', 'war'];['PH'];tt4944352;74;20890;0
tm217939;Un + une;MOVIE;2015;Unknown;115;['comedy', 'drama', 'european', 'romance'];['FR'];tt4388506;62;22790;0
tm193211;Mucize;MOVIE;2015;PG-13;136;['drama', 'comedy', 'romance', 'documentation', 'european'];['TR'];tt6876670;77;123950;0
ts31593;Pororo the Little Penguin;SHOW;2016;Unknown;8;['scifi', 'family', 'animation'];['KR'];tt13527330;63;880;60
tm234292;The Heirs;MOVIE;2015;Unknown;71;['drama'];['MX'];tt2903370;57;2240;0
ts74917;72 Cutest Animals;SHOW;2016;Unknown;27;['documentation'];['AU'];tt5815824;57;4330;10
ts35463;Richie Rich;SHOW;2015;TV-PG;22;['comedy'];['US'];tt4162898;31;10410;20
tm281182;Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry;MOVIE;2016;PG-13;87;['comedy', 'documentation'];['US'];tt6302122;74;25190;0
tm242422;In the Shadow of Iris;MOVIE;2016;Unknown;99;['thriller', 'drama', 'crime', 'european'];['FR'];tt5598110;61;42560;0
tm245148;Jim Jefferies: Freedumb;MOVIE;2016;R;86;['comedy', 'documentation'];['US'];tt5849950;77;53930;0
tm272854;Force 2;MOVIE;2016;PG;123;['crime', 'action', 'thriller'];['IN'];tt5156746;62;55010;0
tm350159;Couple Of Days;MOVIE;2016;Unknown;103;['drama'];['NG'];tt9741588;64;210;0
tm224275;3000 Nights;MOVIE;2015;Unknown;103;['drama'];['QA', 'PS', 'AE', 'FR', 'JO', 'LB'];tt5342778;71;6760;0
tm195764;6 Years;MOVIE;2015;Unknown;84;['romance', 'drama'];['US'];tt3984280;56;124410;0
tm211478;Tamasha;MOVIE;2015;PG;139;['drama', 'comedy', 'romance'];['IN'];tt3148502;74;267900;0
tm195870;Manson Family Vacation;MOVIE;2015;Unknown;85;['drama', 'comedy', 'thriller'];['US'];tt4154218;58;29650;0
tm246056;Garfunkel and Oates: Trying to be Special;MOVIE;2016;Unknown;62;['comedy', 'music'];['US'];tt5602318;73;8990;0
ts55966;LEGO Friends: The Power of Friendship;SHOW;2016;TV-Y;23;['animation'];['US'];tt6464612;65;490;20
tm240895;Strange Weather;MOVIE;2016;R;95;['drama'];['US'];tt5205210;60;14990;0
tm246579;Rainbow Time;MOVIE;2016;Unknown;91;['drama', 'comedy'];['US'];tt5167174;59;7100;0
tm243849;Extremis;MOVIE;2016;Unknown;24;['documentation'];['US'];;;;0
tm211461;Much Loved;MOVIE;2015;Unknown;108;['drama', 'european'];['MA', 'FR'];tt4685750;62;27220;0
ts86831;The Good Cop;SHOW;2015;TV-MA;30;['comedy', 'drama'];['IL'];tt6070434;77;3700;30
tm239290;Always Be My Maybe;MOVIE;2016;Unknown;112;['comedy', 'romance'];['PH'];tt5341036;67;3720;0
ts74753;Tales by Light;SHOW;2015;Unknown;27;['documentation'];['AU'];tt5350276;83;19050;30
tm233157;The Guardian Brothers;MOVIE;2016;PG;103;['animation', 'family', 'fantasy', 'comedy'];['CN'];tt4788934;54;21000;0
tm230524;Chatô, The King of Brazil;MOVIE;2015;Unknown;100;['comedy', 'drama'];['BR'];tt0337926;54;180;0
tm238829;Open Season: Scared Silly;MOVIE;2015;PG;85;['animation'];['US', 'CA'];;;;0
ts53065;One More Time;SHOW;2016;TV-14;31;['scifi', 'drama', 'fantasy'];['KR'];tt6212990;69;5640;10
ts54010;My Runway;SHOW;2016;TV-14;25;['comedy', 'drama', 'fantasy', 'romance'];['KR'];tt6968336;63;2610;10
tm242687;Riphagen the Untouchable;MOVIE;2016;Unknown;132;['thriller', 'war', 'drama', 'european'];['NL'];tt4969044;71;77010;0
tm246175;The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared;MOVIE;2016;Unknown;108;['comedy', 'crime', 'european'];['SE'];tt4940370;63;59760;0
ts38772;Dear My Friends;SHOW;2016;TV-MA;70;['drama', 'comedy'];['KR'];tt5689030;82;3550;10
ts83224;Toon;SHOW;2016;TV-MA;27;['comedy'];['NL'];tt5698140;76;8900;20
ts53149;White Nights;SHOW;2016;Unknown;62;['drama'];['KR'];tt6168004;69;2870;10
tm240162;Udta Punjab;MOVIE;2016;R;148;['crime', 'action', 'drama'];['IN'];tt4434004;78;298190;0
ts57705;The Paper;SHOW;2016;TV-MA;48;['drama', 'crime', 'action'];['HR'];tt0341957;74;640;30
tm242646;Toro;MOVIE;2016;R;105;['thriller', 'action', 'crime', 'drama', 'european'];['ES', 'FR'];tt4213806;59;32090;0
tm225675;Jeff Dunham: Unhinged in Hollywood;MOVIE;2015;PG;60;['comedy'];['US'];tt5038776;67;7130;0
tm233023;Tom Segura: Mostly Stories;MOVIE;2016;Unknown;73;['comedy', 'documentation'];['US'];tt4970632;75;35080;0
tm197503;Hunterrr;MOVIE;2015;R;141;['romance', 'drama', 'comedy'];['IN'];tt4333674;70;61990;0
ts74929;H20: Mermaid Adventures;SHOW;2015;TV-Y;24;['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'european'];['FR'];tt4610750;57;1820;20
tm220473;Colin Quinn: Unconstitutional;MOVIE;2015;Unknown;55;['comedy'];['US'];tt4392266;70;4650;0
tm225693;Keith Richards: Under the Influence;MOVIE;2015;PG;82;['music', 'documentation'];['US'];tt4900018;71;33570;0
ts54022;Terrace House: Aloha State;SHOW;2016;Unknown;36;['reality', 'drama'];['JP'];tt6588218;75;9790;40
ts43258;Stories by Rabindranath Tagore;SHOW;2015;TV-PG;43;['drama'];['IN'];tt4853764;88;12950;10
ts55365;The Haunted House;SHOW;2016;TV-PG;25;['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family'];['KR'];tt9518312;84;710;70
tm199987;Ralphie May: Unruly;MOVIE;2015;Unknown;83;['comedy'];['US'];;;;0
ts42011;Cheer Squad;SHOW;2016;TV-PG;42;['reality'];['CA'];tt5993744;72;1660;10
tm241998;Mohenjo Daro;MOVIE;2016;Unknown;155;['romance', 'drama', 'history', 'action'];['IN'];tt3859980;56;115950;0
tm421855;4K Fireplace;MOVIE;2015;G;181;['family', 'reality'];['US'];tt5275236;77;480;0
tm231314;Zip & Zap and the Captain's Island;MOVIE;2016;Unknown;105;['comedy', 'scifi', 'family', 'fantasy', 'european'];['ES'];tt4110400;58;6050;0
ts55223;72 Dangerous Places to Live;SHOW;2016;TV-PG;49;['documentation'];['AU'];tt5674272;62;3440;10
ts41154;Paquita Salas;SHOW;2016;Unknown;26;['comedy', 'european'];['ES'];tt5866074;80;30870;30
tm227029;Smoke & Mirrors;MOVIE;2016;R;123;['thriller', 'european'];['ES'];tt1713440;69;79000;0
ts41899;Nightmare Teacher;SHOW;2016;TV-MA;16;['drama', 'horror', 'thriller'];['KR'];tt6209442;71;4230;10
ts82327;Три кота;SHOW;2015;TV-Y;5;['scifi', 'comedy', 'family', 'animation'];['RU'];tt7038964;68;950;30
tm244559;I Called Him Morgan;MOVIE;2016;Unknown;91;['music', 'documentation', 'history', 'drama', 'european'];['SE', 'US'];tt4170344;73;17850;0
tm245102;The Next Skin;MOVIE;2016;Unknown;100;['thriller', 'drama', 'european'];['ES'];tt5139326;62;18200;0
